"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Year"
"3918",5.82,"Regular",0.077304459,"Fruits and Vegetables",257.633,"Small","Tier 2","Supermarket Type1",4613.994,9
"3919",17.75,"Low Fat",0.0540205365,"Others",108.6912,"Medium","Tier 3","Supermarket Type2",1201.1032,4
"3920",18,"Regular",0.142570104,"Fruits and Vegetables",88.2514,"High","Tier 3","Supermarket Type1",1505.3738,26
"3921",7.06,"Regular",0.043968652,"Starchy Foods",57.6904,"Medium","Tier 1","Supermarket Type1",585.904,14
"3922",15.6,"Low Fat",0.045076878,"Dairy",241.3854,"Other","Tier 2","Supermarket Type1",2900.2248,11
"3923",12.6,"Low Fat",0.030347404,"Health and Hygiene",192.5162,"Medium","Tier 3","Supermarket Type3",3078.6592,28
"3924",12.3,"Low Fat",0.052492122,"Household",191.053,"Small","Tier 2","Supermarket Type1",3415.554,9
"3925",15,"Regular",0.077999504,"Meat",238.0248,"Small","Tier 2","Supermarket Type1",1896.1984,9
"3926",18.2,"Low Fat",0.012597384,"Snack Foods",141.218,"High","Tier 3","Supermarket Type1",2936.178,26
"3927",20.5,"Low Fat",0.023179181,"Others",154.034,"Medium","Tier 1","Supermarket Type1",2450.144,14
"3928",8.27,"Regular",0.128126825,"Soft Drinks",183.6924,"Medium","Tier 1","Supermarket Type1",1295.6468,14
"3929",12.6,"Low Fat",0.097410707,"Canned",52.7324,"Medium","Tier 3","Supermarket Type3",2492.7552,28
"3930",8.93,"Low Fat",0.028417272,"Dairy",154.534,"Small","Tier 1","Supermarket Type1",2603.278,16
"3931",6.215,"Regular",0.049902382,"Baking Goods",225.8062,"Other","Tier 2","Supermarket Type1",3159.8868,6
"3932",20.25,"Regular",0.014823358,"Dairy",190.7162,"Other","Tier 2","Supermarket Type1",1154.4972,11
"3933",7.895,"Regular",0.061424738,"Breakfast",57.7588,"Medium","Tier 3","Supermarket Type2",1145.176,4
"3934",19.35,"Regular",0.049594299,"Fruits and Vegetables",77.0644,"High","Tier 3","Supermarket Type1",2278.3676,26
"3935",9.695,"Low Fat",0.113939434,"Health and Hygiene",160.2604,"Small","Tier 1","Supermarket Type1",1901.5248,16
"3936",12.6,"Low Fat",0.027532258,"Household",185.0608,"Small","Tier 1","Grocery Store",551.2824,28
"3937",8.21,"Low Fat",0.045016894,"Dairy",87.6198,"Other","Tier 2","Supermarket Type1",1133.8574,11
"3938",7.3,"Low Fat",0.086307051,"Frozen Foods",146.8076,"Other","Tier 2","Supermarket Type1",1330.2684,11
"3939",20,"Regular",0.104083376,"Canned",107.4622,"Small","Tier 1","Supermarket Type1",3705.177,16
"3940",7.865,"Low Fat",0.061154604,"Breakfast",165.3526,"Medium","Tier 1","Supermarket Type1",1151.1682,14
"3941",12.6,"Low Fat",0.184035253,"Dairy",42.2138,"Small","Tier 1","Grocery Store",40.6138,28
"3942",20.35,"Regular",0.024815024,"Fruits and Vegetables",234.0958,"Other","Tier 3","Grocery Store",467.3916,15
"3943",16,"Regular",0.106918052,"Baking Goods",183.5634,"Medium","Tier 1","Supermarket Type1",4725.8484,14
"3944",18,"Low Fat",0.0540205365,"Health and Hygiene",158.0604,"Medium","Tier 1","Supermarket Type1",3327.6684,14
"3945",18.7,"Low Fat",0.105104552,"Frozen Foods",121.7072,"Medium","Tier 3","Supermarket Type2",1347.5792,4
"3946",12.6,"Regular",0.087936752,"Fruits and Vegetables",115.9466,"Medium","Tier 3","Supermarket Type3",4124.631,28
"3947",10.6,"Low Fat",0.056795923,"Dairy",232.8642,"Small","Tier 1","Supermarket Type1",3485.463,16
"3948",5.655,"Low Fat",0.176070535,"Soft Drinks",144.0102,"Other","Tier 2","Supermarket Type1",1749.7224,6
"3949",12.6,"Low Fat",0.19244045,"Dairy",43.9428,"Small","Tier 1","Grocery Store",131.8284,28
"3950",10.195,"Low Fat",0.051871718,"Breads",35.3558,"Medium","Tier 3","Supermarket Type2",237.6906,4
"3951",8.06,"Low Fat",0.035780177,"Breakfast",230.2326,"Other","Tier 3","Grocery Store",693.0978,15
"3952",16.35,"Regular",0.104463896,"Fruits and Vegetables",227.1062,"Other","Tier 3","Grocery Store",225.7062,15
"3953",6.46,"Regular",0.049162885,"Fruits and Vegetables",146.9102,"Small","Tier 1","Supermarket Type1",1895.5326,16
"3954",13.5,"Low Fat",0.072655379,"Household",157.792,"Small","Tier 2","Supermarket Type1",3994.8,9
"3955",16.2,"Low Fat",0.050442528,"Household",190.8162,"Other","Tier 2","Supermarket Type1",2693.8268,11
"3956",19.1,"Low Fat",0.177992139,"Household",173.1422,"Medium","Tier 3","Supermarket Type2",2931.5174,4
"3957",12.6,"Low Fat",0.0540205365,"Hard Drinks",188.1872,"Medium","Tier 3","Supermarket Type3",3214.4824,28
"3958",5.48,"Low Fat",0.015131684,"Frozen Foods",83.025,"Medium","Tier 1","Supermarket Type1",1414.825,14
"3959",6.055,"Low Fat",0.031151714,"Fruits and Vegetables",158.7578,"Medium","Tier 1","Supermarket Type1",2085.9514,14
"3960",9.6,"Low Fat",0.024456797,"Health and Hygiene",186.6214,"High","Tier 3","Supermarket Type1",3203.1638,26
"3961",6.135,"Low Fat",0.192540665,"Soft Drinks",160.2236,"Other","Tier 3","Grocery Store",322.2472,15
"3962",8.43,"Low Fat",0.01732573,"Soft Drinks",197.9768,"Small","Tier 1","Supermarket Type1",1182.4608,16
"3963",8.27,"Regular",0.127821472,"Soft Drinks",185.9924,"High","Tier 3","Supermarket Type1",555.2772,26
"3964",10.195,"Regular",0.012477512,"Meat",197.111,"Medium","Tier 1","Supermarket Type1",785.644,14
"3965",14,"Low Fat",0.028980533,"Health and Hygiene",129.531,"Medium","Tier 3","Supermarket Type2",2077.296,4
"3966",8.01,"Low Fat",0.070356805,"Hard Drinks",36.8532,"Medium","Tier 1","Supermarket Type1",755.0172,14
"3967",16.25,"Low Fat",0.057396092,"Fruits and Vegetables",125.8046,"Small","Tier 1","Supermarket Type1",747.0276,16
"3968",13.35,"Low Fat",0.048017962,"Breads",219.6166,"Small","Tier 2","Supermarket Type1",3483.4656,9
"3969",12.6,"Regular",0.071806046,"Canned",186.5924,"Medium","Tier 3","Supermarket Type3",5182.5872,28
"3970",17.75,"Low Fat",0.05507343,"Fruits and Vegetables",145.1444,"Small","Tier 1","Supermarket Type1",1886.8772,16
"3971",13.5,"Low Fat",0.0540205365,"Baking Goods",88.054,"High","Tier 3","Supermarket Type1",1211.756,26
"3972",11.8,"Regular",0.0540205365,"Meat",102.4674,"Other","Tier 3","Grocery Store",203.7348,15
"3973",5.78,"Low Fat",0.014577695,"Soft Drinks",147.2102,"Medium","Tier 1","Supermarket Type1",1895.5326,14
"3974",9,"Regular",0.0540205365,"Breakfast",55.2614,"Medium","Tier 3","Supermarket Type2",552.614,4
"3975",17.75,"Regular",0.156831826,"Dairy",241.0538,"Small","Tier 1","Supermarket Type1",1201.769,16
"3976",8.395,"Low Fat",0.0540205365,"Snack Foods",98.7042,"High","Tier 3","Supermarket Type1",892.8378,26
"3977",12.6,"Low Fat",0.057512481,"Fruits and Vegetables",62.5536,"Medium","Tier 3","Supermarket Type3",1592.5936,28
"3978",12.85,"Low Fat",0.0540205365,"Starchy Foods",253.004,"Medium","Tier 3","Supermarket Type2",3795.06,4
"3979",8.5,"Low Fat",0.098036903,"Canned",51.5324,"Medium","Tier 1","Supermarket Type1",882.8508,14
"3980",14,"Low Fat",0.0540205365,"Fruits and Vegetables",216.9192,"Other","Tier 2","Supermarket Type1",6471.576,6
"3981",9.3,"Low Fat",0.042377219,"Hard Drinks",123.7388,"Other","Tier 2","Supermarket Type1",1609.9044,11
"3982",15.85,"Low Fat",0.107597879,"Soft Drinks",58.7904,"Small","Tier 1","Supermarket Type1",585.904,16
"3983",10.8,"Low Fat",0.082549896,"Dairy",193.7504,"Small","Tier 1","Supermarket Type1",4602.0096,16
"3984",7.26,"Low Fat",0.02414202,"Meat",117.415,"Other","Tier 3","Grocery Store",466.06,15
"3985",18.7,"Low Fat",0.057771828,"Dairy",85.3566,"Medium","Tier 3","Supermarket Type2",591.8962,4
"3986",16,"Low Fat",0.057292529,"Dairy",224.3404,"Medium","Tier 3","Supermarket Type2",4500.808,4
"3987",8.895,"Low Fat",0.124610886,"Household",113.1544,"High","Tier 3","Supermarket Type1",4250.4672,26
"3988",11.1,"Low Fat",0.010663189,"Canned",82.3908,"Other","Tier 2","Supermarket Type1",1342.2528,11
"3989",18.85,"Low Fat",0.091237452,"Hard Drinks",128.9336,"Medium","Tier 3","Supermarket Type2",1278.336,4
"3990",7.905,"Low Fat",0.064325351,"Hard Drinks",230.2694,"Medium","Tier 3","Supermarket Type2",3197.1716,4
"3991",14.7,"Low Fat",0.020920179,"Hard Drinks",143.8128,"Small","Tier 1","Supermarket Type1",3020.0688,16
"3992",12.6,"Regular",0.041641933,"Fruits and Vegetables",121.1072,"Other","Tier 2","Supermarket Type1",980.0576,11
"3993",16,"Regular",0.173462841,"Snack Foods",157.6972,"Medium","Tier 3","Supermarket Type2",2960.1468,4
"3994",12.6,"Low Fat",0.24749009,"Dairy",263.1884,"Small","Tier 1","Grocery Store",529.9768,28
"3995",12.6,"Regular",0.087421738,"Frozen Foods",154.463,"Medium","Tier 3","Supermarket Type3",2972.797,28
"3996",13.35,"Low Fat",0.038744606,"Snack Foods",239.3564,"Other","Tier 2","Supermarket Type1",3098.6332,6
"3997",20.1,"Low Fat",0.124910635,"Dairy",109.6228,"Other","Tier 3","Grocery Store",110.5228,15
"3998",8.185,"Low Fat",0.046673494,"Fruits and Vegetables",48.4692,"Medium","Tier 3","Supermarket Type2",591.2304,4
"3999",9.195,"Low Fat",0.048134591,"Household",107.7622,"Medium","Tier 1","Supermarket Type1",529.311,14
"4000",19.1,"Low Fat",0.038720852,"Fruits and Vegetables",210.8586,"Medium","Tier 3","Supermarket Type2",6331.758,4
"4001",12.85,"Low Fat",0.12241394,"Snack Foods",42.9428,"Other","Tier 2","Supermarket Type1",703.0848,6
"4002",11.15,"Low Fat",0.032321608,"Health and Hygiene",165.6526,"Other","Tier 2","Supermarket Type1",1315.6208,11
"4003",9.8,"Low Fat",0.026139404,"Snack Foods",216.785,"Other","Tier 2","Supermarket Type1",1947.465,11
"4004",10.195,"Low Fat",0.0540205365,"Hard Drinks",114.086,"Small","Tier 1","Supermarket Type1",1810.976,16
"4005",12.6,"Regular",0.144338493,"Fruits and Vegetables",172.108,"Medium","Tier 3","Supermarket Type3",4327.7,28
"4006",12,"Low Fat",0.034166609,"Canned",181.2976,"Other","Tier 2","Supermarket Type1",5070.7328,6
"4007",12.6,"Regular",0.27321283,"Fruits and Vegetables",240.9538,"Small","Tier 1","Grocery Store",480.7076,28
"4008",16.7,"Regular",0.03858813,"Snack Foods",144.6102,"Medium","Tier 1","Supermarket Type1",3353.6346,14
"4009",17.1,"Low Fat",0.032628111,"Frozen Foods",148.7392,"Small","Tier 1","Supermarket Type1",1640.5312,16
"4010",12.6,"Low Fat",0.133198355,"Baking Goods",91.083,"Small","Tier 1","Grocery Store",89.883,28
"4011",16.7,"Regular",0.038528228,"Snack Foods",143.9102,"Small","Tier 1","Supermarket Type1",1749.7224,16
"4012",19.35,"Low Fat",0.016705436,"Frozen Foods",120.8098,"Other","Tier 2","Supermarket Type1",3374.2744,6
"4013",19.2,"Low Fat",0.058893461,"Snack Foods",178.9318,"Other","Tier 3","Grocery Store",180.4318,15
"4014",12.6,"Regular",0.050256161,"Canned",150.9024,"Medium","Tier 3","Supermarket Type3",4857.6768,28
"4015",18.25,"Low Fat",0.054234197,"Snack Foods",142.0154,"Small","Tier 1","Supermarket Type1",2269.0464,16
"4016",16.75,"Low Fat",0.12961476,"Breads",86.1856,"Other","Tier 2","Supermarket Type1",1406.1696,6
"4017",17.1,"Low Fat",0.054612768,"Frozen Foods",150.2392,"Other","Tier 3","Grocery Store",596.5568,15
"4018",13,"Regular",0.030150193,"Canned",61.422,"Other","Tier 2","Supermarket Type1",539.298,11
"4019",7.17,"Regular",0.059849153,"Fruits and Vegetables",129.4968,"Other","Tier 2","Supermarket Type1",3392.9168,11
"4020",19.85,"Regular",0.034942397,"Snack Foods",61.9194,"Other","Tier 3","Grocery Store",123.8388,15
"4021",12.6,"Low Fat",0.060672263,"Household",119.8782,"Small","Tier 1","Grocery Store",238.3564,28
"4022",4.615,"Regular",0.102038294,"Canned",231.93,"Other","Tier 2","Supermarket Type1",2563.33,11
"4023",7.63,"Regular",0.135258515,"Snack Foods",47.2402,"Medium","Tier 3","Supermarket Type2",918.804,4
"4024",8.39,"Low Fat",0.120396991,"Household",163.4868,"High","Tier 3","Supermarket Type1",4586.0304,26
"4025",5.175,"Low Fat",0.030527166,"Health and Hygiene",33.5874,"Other","Tier 2","Supermarket Type1",635.1732,6
"4026",16,"Low Fat",0.099053537,"Household",212.6902,"High","Tier 3","Supermarket Type1",637.1706,26
"4027",12.6,"Low Fat",0.134564284,"Snack Foods",159.8236,"Small","Tier 1","Grocery Store",322.2472,28
"4028",12.6,"Low Fat",0.030288215,"Dairy",256.7672,"Medium","Tier 3","Supermarket Type3",4346.3424,28
"4029",12.6,"Regular",0.073562475,"Dairy",217.6482,"Medium","Tier 3","Supermarket Type3",3285.723,28
"4030",9.5,"Regular",0.048883854,"Starchy Foods",185.7898,"Medium","Tier 3","Supermarket Type2",2619.2572,4
"4031",10.895,"Low Fat",0.035893143,"Fruits and Vegetables",131.3284,"Medium","Tier 3","Supermarket Type2",1318.284,4
"4032",12.6,"Regular",0.014998914,"Meat",72.4038,"Small","Tier 1","Grocery Store",221.7114,28
"4033",17.2,"Regular",0.012012071,"Canned",163.1184,"Small","Tier 1","Supermarket Type1",4623.3152,16
"4034",19.85,"Low Fat",0.045855273,"Fruits and Vegetables",127.102,"Medium","Tier 3","Supermarket Type2",1771.028,4
"4035",6.385,"Low Fat",0.14032811,"Hard Drinks",109.1596,"Other","Tier 3","Grocery Store",107.8596,15
"4036",11.65,"Low Fat",0.019402371,"Hard Drinks",38.7164,"Medium","Tier 1","Supermarket Type1",579.246,14
"4037",12.85,"Low Fat",0.0540205365,"Snack Foods",155.463,"Small","Tier 2","Supermarket Type1",4068.038,9
"4038",17.7,"Regular",0.042716709,"Frozen Foods",163.221,"Other","Tier 2","Supermarket Type1",1794.331,6
"4039",9.1,"Regular",0.081794766,"Breads",173.6054,"Medium","Tier 1","Supermarket Type1",700.4216,14
"4040",15.5,"Regular",0.125942816,"Fruits and Vegetables",176.0028,"Other","Tier 2","Supermarket Type1",1239.7196,11
"4041",16.35,"Low Fat",0.0540205365,"Household",127.902,"Other","Tier 2","Supermarket Type1",2150.534,6
"4042",10.695,"Regular",0.011472001,"Snack Foods",75.2038,"Medium","Tier 3","Supermarket Type2",517.3266,4
"4043",16.6,"Low Fat",0.103146658,"Fruits and Vegetables",117.2466,"Medium","Tier 1","Supermarket Type1",2239.0854,14
"4044",12.6,"Regular",0.012327847,"Starchy Foods",173.8738,"Small","Tier 1","Grocery Store",347.5476,28
"4045",13.15,"Regular",0.166032929,"Fruits and Vegetables",170.8764,"Medium","Tier 3","Supermarket Type2",2233.0932,4
"4046",11.5,"Regular",0.04224015,"Frozen Foods",194.982,"Other","Tier 2","Supermarket Type1",3089.312,6
"4047",12.6,"Low Fat",0.072317217,"Household",160.792,"Medium","Tier 3","Supermarket Type3",3675.216,28
"4048",12.6,"Regular",0.139484292,"Baking Goods",94.312,"Medium","Tier 3","Supermarket Type3",2516.724,28
"4049",5.63,"Regular",0.024536636,"Meat",106.1306,"Small","Tier 2","Supermarket Type1",2090.612,9
"4050",19.2,"Regular",0.085296625,"Canned",153.4314,"Medium","Tier 3","Supermarket Type2",1861.5768,4
"4051",12.6,"Low Fat",0.080649685,"Meat",189.9846,"Medium","Tier 3","Supermarket Type3",6114.7072,28
"4052",6.695,"Low Fat",0.0540205365,"Frozen Foods",219.4456,"Small","Tier 1","Supermarket Type1",3094.6384,16
"4053",15.75,"Low Fat",0.054930533,"Baking Goods",194.4452,"Small","Tier 1","Supermarket Type1",5089.3752,16
"4054",12.5,"Low Fat",0.031097948,"Fruits and Vegetables",103.899,"Medium","Tier 1","Supermarket Type1",1960.781,14
"4055",21.25,"Low Fat",0.016735879,"Meat",185.2608,"Other","Tier 3","Grocery Store",183.7608,15
"4056",12.6,"Low Fat",0.134418705,"Household",99.67,"Medium","Tier 3","Supermarket Type3",2596.62,28
"4057",18.85,"Low Fat",0.168266556,"Household",195.5136,"Medium","Tier 3","Supermarket Type2",1749.7224,4
"4058",20.1,"Low Fat",0.034646067,"Household",120.6782,"Small","Tier 2","Supermarket Type1",1310.9602,9
"4059",11.395,"Low Fat",0.021639678,"Health and Hygiene",150.1708,"Medium","Tier 1","Supermarket Type1",2708.4744,14
"4060",9.3,"Low Fat",0.11144608,"Breads",64.6826,"Other","Tier 2","Supermarket Type1",1097.9042,11
"4061",12.6,"Low Fat",0.013956116,"Household",222.3746,"Medium","Tier 3","Supermarket Type3",5609.365,28
"4062",12.8,"Low Fat",0.152377658,"Others",108.1938,"Other","Tier 3","Grocery Store",428.7752,15
"4063",6.8,"Low Fat",0.037465846,"Baking Goods",47.5034,"High","Tier 3","Supermarket Type1",534.6374,26
"4064",12.6,"Low Fat",0.020876485,"Health and Hygiene",133.7942,"Medium","Tier 3","Supermarket Type3",1722.4246,28
"4065",15,"Regular",0.0268952,"Baking Goods",220.3456,"Other","Tier 2","Supermarket Type1",1989.4104,11
"4066",19.85,"Regular",0.081916124,"Breads",167.6816,"Other","Tier 2","Supermarket Type1",1845.5976,6
"4067",7.85,"Low Fat",0.163233667,"Hard Drinks",144.6444,"Medium","Tier 1","Supermarket Type1",2467.4548,14
"4068",20.2,"Regular",0.121748174,"Snack Foods",96.9752,"Medium","Tier 3","Supermarket Type2",1725.7536,4
"4069",11.85,"Low Fat",0.132939639,"Dairy",98.0726,"Other","Tier 2","Supermarket Type1",1761.7068,11
"4070",6.135,"Regular",0.079327367,"Baking Goods",152.8366,"Small","Tier 1","Supermarket Type1",2871.5954,16
"4071",9,"Low Fat",0.065194971,"Snack Foods",177.737,"High","Tier 3","Supermarket Type1",2117.244,26
"4072",17.5,"Low Fat",0.026248606,"Snack Foods",255.1356,"Medium","Tier 3","Supermarket Type2",3815.034,4
"4073",12.15,"Low Fat",0.131921819,"Frozen Foods",246.346,"Other","Tier 2","Supermarket Type1",739.038,6
"4074",11,"Regular",0.0540205365,"Frozen Foods",155.263,"Medium","Tier 1","Supermarket Type1",625.852,14
"4075",17.5,"Low Fat",0.026865809,"Frozen Foods",261.691,"Small","Tier 2","Supermarket Type1",4207.856,9
"4076",12.6,"Regular",0.046544984,"Fruits and Vegetables",172.0422,"Medium","Tier 3","Supermarket Type3",4828.3816,28
"4077",12.6,"Low Fat",0.092241348,"Dairy",75.867,"Medium","Tier 3","Supermarket Type3",2450.144,28
"4078",17.5,"Low Fat",0.052740763,"Snack Foods",103.799,"Other","Tier 2","Supermarket Type1",1135.189,6
"4079",12.6,"Low Fat",0.0540205365,"Snack Foods",119.8124,"Medium","Tier 3","Supermarket Type3",1659.1736,28
"4080",10.6,"Low Fat",0.056748659,"Dairy",233.6642,"High","Tier 3","Supermarket Type1",3950.1914,26
"4081",7.145,"Low Fat",0.017822936,"Frozen Foods",161.3578,"Other","Tier 2","Supermarket Type1",1123.2046,11
"4082",12.6,"Low Fat",0.017659068,"Canned",175.9686,"Medium","Tier 3","Supermarket Type3",5866.3638,28
"4083",20.7,"Regular",0.07929647,"Baking Goods",97.2042,"Small","Tier 1","Supermarket Type1",1686.4714,16
"4084",12.6,"Regular",0.007006883,"Starchy Foods",173.5738,"Medium","Tier 3","Supermarket Type3",1216.4166,28
"4085",17.5,"Low Fat",0.026195131,"Snack Foods",252.6356,"Other","Tier 2","Supermarket Type1",2543.356,11
"4086",17.7,"Regular",0.042542484,"Frozen Foods",161.921,"Medium","Tier 1","Supermarket Type1",2120.573,14
"4087",8.6,"Regular",0.054474158,"Breads",131.031,"Small","Tier 2","Supermarket Type1",1038.648,9
"4088",9.5,"Regular",0.0540205365,"Frozen Foods",228.4668,"Medium","Tier 1","Supermarket Type1",3916.2356,14
"4089",17.7,"Regular",0.122372504,"Meat",101.5674,"Medium","Tier 3","Supermarket Type2",1629.8784,4
"4090",12.3,"Low Fat",0.037148619,"Snack Foods",116.8834,"Other","Tier 2","Supermarket Type1",2649.2182,6
"4091",6.26,"Low Fat",0.052593952,"Household",111.0228,"Other","Tier 3","Grocery Store",221.0456,15
"4092",17.7,"Low Fat",0.012593467,"Household",167.6474,"Medium","Tier 3","Supermarket Type2",3874.2902,4
"4093",18.25,"Low Fat",0.012325122,"Fruits and Vegetables",162.8894,"Medium","Tier 3","Supermarket Type2",647.1576,4
"4094",5.8,"Low Fat",0.131489269,"Dairy",89.7172,"Medium","Tier 3","Supermarket Type2",1605.9096,4
"4095",14.5,"Regular",0.064224789,"Breads",262.7594,"Other","Tier 2","Supermarket Type1",7064.8038,6
"4096",18.25,"Low Fat",0.060589424,"Starchy Foods",162.5526,"Other","Tier 2","Supermarket Type1",986.7156,6
"4097",12.85,"Low Fat",0.022649893,"Fruits and Vegetables",179.3318,"Other","Tier 2","Supermarket Type1",1263.0226,11
"4098",17.1,"Low Fat",0.128390273,"Fruits and Vegetables",111.9886,"Small","Tier 2","Supermarket Type1",1445.4518,9
"4099",7.575,"Low Fat",0.055476238,"Dairy",196.8768,"Medium","Tier 1","Supermarket Type1",1182.4608,14
"4100",9.21,"Low Fat",0.008757492,"Fruits and Vegetables",120.8414,"High","Tier 3","Supermarket Type1",2071.3038,26
"4101",11.3,"Low Fat",0.007273831,"Meat",196.6426,"High","Tier 3","Supermarket Type1",5141.3076,26
"4102",12.6,"Low Fat",0.144534212,"Dairy",190.6504,"Small","Tier 1","Grocery Store",575.2512,28
"4103",13.6,"Regular",0.043743689,"Fruits and Vegetables",157.7946,"Other","Tier 2","Supermarket Type1",1104.5622,11
"4104",20.85,"Regular",0.062477955,"Baking Goods",87.2514,"Medium","Tier 3","Supermarket Type2",1505.3738,4
"4105",9.195,"Regular",0.078060601,"Meat",106.3596,"Small","Tier 1","Supermarket Type1",2912.2092,16
"4106",12.6,"Low Fat",0.026740767,"Frozen Foods",261.291,"Medium","Tier 3","Supermarket Type3",5522.811,28
"4107",15.75,"Low Fat",0.140821917,"Hard Drinks",252.9382,"Medium","Tier 1","Supermarket Type1",2775.7202,14
"4108",16.5,"Regular",0.068403271,"Canned",101.999,"Medium","Tier 3","Supermarket Type2",619.194,4
"4109",12.6,"Low Fat",0.0540205365,"Fruits and Vegetables",126.6994,"Small","Tier 1","Grocery Store",256.9988,28
